Title,Language,Link,Download
Teach Yourself Zulu Complete Course for Beginners,afrikaans,https://en.z-lib.gs/book/2996505/ff0a25/teach-yourself-zulu-complete-course-for-beginners.html,https://en.z-lib.gs/dl/2996505/923f71
English Yoruba Dictionary,afrikaans,https://en.z-lib.gs/book/3163973/69bf8c/english-yoruba-dictionary.html,https://en.z-lib.gs/dl/3163973/5edfa2
Liewe Heksie se groot omnibus,afrikaans,https://en.z-lib.gs/book/11563380/8de054/liewe-heksie-se-groot-omnibus.html,https://en.z-lib.gs/dl/11563380/d73e36
Hartklop - Omnibus 02,afrikaans,https://en.z-lib.gs/book/5312772/8a4cb5/hartklop-omnibus-02.html,https://en.z-lib.gs/dl/5312772/9842fc
Minder as niks (Afrikaans Edition),afrikaans,https://en.z-lib.gs/book/19251216/d8da08/minder-as-niks-afrikaans-edition.html,https://en.z-lib.gs/dl/19251216/e15ca8
Jy Is Huis Vir My,afrikaans,https://en.z-lib.gs/book/5351078/193fba/jy-is-huis-vir-my.html,https://en.z-lib.gs/dl/5351078/4419dc
ወዳጀ ልቤና ሌሎችም,amharic,https://en.z-lib.gs/book/1054392/7e2b0c/%E1%8B%88%E1%8B%B3%E1%8C%80-%E1%88%8D%E1%89%A4%E1%8A%93-%E1%88%8C%E1%88%8E%E1%89%BD%E1%88%9D.html,https://en.z-lib.gs/dl/1054392/f4ef48
Hartklop - Omnibus 04,afrikaans,https://en.z-lib.gs/book/5312774/7130cf/hartklop-omnibus-04.html,https://en.z-lib.gs/dl/5312774/19c2bd
1 Recce: Die nag behoort aan ons,afrikaans,https://en.z-lib.gs/book/5873789/7c563c/1-recce-die-nag-behoort-aan-ons.html,https://en.z-lib.gs/dl/5873789/58ae72
Comprehensive Igbo Language: A Contemporary Guide for Beginners and Intermediate Learners,igbo,https://en.z-lib.gs/book/11368323/84a127/comprehensive-igbo-language-a-contemporary-guide-for-beginners-and-intermediate-learners.html,https://en.z-lib.gs/dl/11368323/105f8d
Moord-en-roof. In die kop van 'n baasspeurder,afrikaans,https://en.z-lib.gs/book/2541283/3545c8/moordenroof-in-die-kop-van-n-baasspeurder.html,https://en.z-lib.gs/dl/2541283/95aa0b
Hartklop - Omnibus 01,afrikaans,https://en.z-lib.gs/book/5312771/eca6f6/hartklop-omnibus-01.html,https://en.z-lib.gs/dl/5312771/beb2fd
Louisa du Toit - Omnibus 03 (Melodie),afrikaans,https://en.z-lib.gs/book/5312777/ca4b52/louisa-du-toit-omnibus-03-melodie.html,https://en.z-lib.gs/dl/5312777/f1ae12
Ikarus,afrikaans,https://en.z-lib.gs/book/5351067/98d59e/ikarus.html,https://en.z-lib.gs/dl/5351067/ed6778
Speurder Kwaaikofski 1: Die kougomstrik,afrikaans,https://en.z-lib.gs/book/4178466/e1264a/speurder-kwaaikofski-1-die-kougomstrik.html,https://en.z-lib.gs/dl/4178466/56faa5
Omnibus 21,afrikaans,https://en.z-lib.gs/book/5351082/b325df/omnibus-21.html,https://en.z-lib.gs/dl/5351082/ac5f61
Donkerdrif (Afrikaans Edition),afrikaans,https://en.z-lib.gs/book/19252103/2f3bde/donkerdrif-afrikaans-edition.html,https://en.z-lib.gs/dl/19252103/5a138a
Visioene van Siener v Rensburg 1916 - 1926,afrikaans,https://en.z-lib.gs/book/5320971/f8ba98/visioene-van-siener-v-rensburg-1916-1926.html,https://en.z-lib.gs/dl/5320971/c11f47
ኦሮማይ - Oromay,amharic,https://en.z-lib.gs/book/1050019/31d464/%E1%8A%A6%E1%88%AE%E1%88%9B%E1%8B%AD-oromay.html,https://en.z-lib.gs/dl/1050019/bc84b1
Volmaan (Romanza),afrikaans,https://en.z-lib.gs/book/5320955/71c623/volmaan-romanza.html,https://en.z-lib.gs/dl/5320955/f84e74
Liefde in die Ou Kaap Omnibus,afrikaans,https://en.z-lib.gs/book/5351599/5a8cad/liefde-in-die-ou-kaap-omnibus.html,https://en.z-lib.gs/dl/5351599/575b1f
Die dooies praat nie (Afrikaans Edition),afrikaans,https://en.z-lib.gs/book/17050142/f4e74a/die-dooies-praat-nie-afrikaans-edition.html,https://en.z-lib.gs/dl/17050142/903116
Onweerstaanbare passie - Omnibus (Romanza),afrikaans,https://en.z-lib.gs/book/19253214/6c650b/onweerstaanbare-passie-omnibus-romanza.html,https://en.z-lib.gs/dl/19253214/216d92
Afrikaans sonder grense: 11 Eerste addisionele taal,afrikaans,https://en.z-lib.gs/book/3679149/77ccde/afrikaans-sonder-grense-11-eerste-addisionele-taal.html,https://en.z-lib.gs/dl/3679149/c947f7
Op soek na 'n held,afrikaans,https://en.z-lib.gs/book/5351045/19c426/op-soek-na-n-held.html,https://en.z-lib.gs/dl/5351045/023470
Die Brug: Na die hel en terug in Angola (Afrikaans Edition),afrikaans,https://en.z-lib.gs/book/5867228/c54191/die-brug-na-die-hel-en-terug-in-angola-afrikaans-edition.html,https://en.z-lib.gs/dl/5867228/baa6eb
Omnibus 6,afrikaans,https://en.z-lib.gs/book/5312783/318cc2/omnibus-6.html,https://en.z-lib.gs/dl/5312783/c2ba81
